validation_fold,well,split,cut_idx,selected_method,selected_reason,router_rmse,baseline_rmse,delta_rmse_vs_baseline,eval_rows
0,df71d1ff,native_prefix,1651,last_value,fallback_last_value,12.742621639442314,12.742621639442314,0.0,6228
0,df71d1ff,frac_0.50,3940,last_value,fallback_last_value,11.748271924910298,11.748271924910298,0.0,3939
0,df73b8f3,native_prefix,1839,last_value,fallback_last_value,15.617554195793542,15.617554195793542,0.0,5311
0,df73b8f3,frac_0.50,3575,last_value,fallback_last_value,20.183620307745816,20.183620307745816,0.0,3575
0,e0f36d98,native_prefix,1738,last_value,fallback_last_value,14.253156162438394,14.253156162438394,0.0,4976
0,e0f36d98,frac_0.50,3357,last_value,fallback_last_value,17.354950323889817,17.354950323889817,0.0,3357
0,e149204f,native_prefix,1452,last_value,fallback_last_value,4.546152895643239,4.546152895643239,0.0,6097
0,e149204f,frac_0.50,3774,last_value,fallback_last_value,4.626318273553504,4.626318273553504,0.0,3775
0,e161bd0c,native_prefix,1864,last_value,fallback_last_value,4.33499689746737,4.33499689746737,0.0,2949
0,e161bd0c,frac_0.50,2406,last_value,fallback_last_value,4.847253347897024,4.847253347897024,0.0,2407
0,e2fc7745,native_prefix,1651,last_value,fallback_last_value,13.341394284804746,13.341394284804746,0.0,3692
0,e2fc7745,frac_0.50,2672,last_value,fallback_last_value,12.323460914775996,12.323460914775996,0.0,2671
0,e32da4ec,native_prefix,1459,last_value,fallback_last_value,10.850139553093255,10.850139553093255,0.0,4689
0,e32da4ec,frac_0.50,3074,last_value,fallback_last_value,13.529451184337827,13.529451184337827,0.0,3074
0,e4726608,native_prefix,1535,last_value,fallback_last_value,6.271487164710907,6.271487164710907,0.0,4733
0,e4726608,frac_0.50,3134,last_value,fallback_last_value,4.931734295246137,4.931734295246137,0.0,3134
0,e7c36e81,native_prefix,2124,last_value,fallback_last_value,7.349841849963589,7.349841849963589,0.0,3531
0,e7c36e81,frac_0.50,2828,last_value,fallback_last_value,9.58700147840871,9.58700147840871,0.0,2827
0,e97032ad,native_prefix,2124,last_value,fallback_last_value,11.959144677460708,11.959144677460708,0.0,3530
0,e97032ad,frac_0.50,2827,last_value,fallback_last_value,5.814536909890249,5.814536909890249,0.0,2827
0,ec13af42,native_prefix,1900,last_value,fallback_last_value,10.906432170405786,10.906432170405786,0.0,5462
0,ec13af42,frac_0.50,3681,last_value,fallback_last_value,14.934451633235572,14.934451633235572,0.0,3681
0,ed6436d6,native_prefix,2082,last_value,fallback_last_value,1.6175417954726792,1.6175417954726792,0.0,2945
0,ed6436d6,frac_0.50,2514,last_value,fallback_last_value,1.1453009412033885,1.1453009412033885,0.0,2513
0,ed6e6e54,native_prefix,1337,last_value,fallback_last_value,11.951935194527213,11.951935194527213,0.0,6048
0,ed6e6e54,frac_0.50,3692,last_value,fallback_last_value,11.190112500030502,11.190112500030502,0.0,3693
0,ef8e3ed0,native_prefix,1413,last_value,fallback_last_value,14.635089490374893,14.635089490374893,0.0,5224
0,ef8e3ed0,frac_0.50,3318,last_value,fallback_last_value,12.727225505071731,12.727225505071731,0.0,3319
0,f07d7037,native_prefix,2125,last_value,fallback_last_value,7.4960867974462735,7.4960867974462735,0.0,5563
0,f07d7037,frac_0.50,3844,last_value,fallback_last_value,2.8086331528530493,2.8086331528530493,0.0,3844
0,f16e25e3,native_prefix,1934,last_value,fallback_last_value,2.9647800324346743,2.9647800324346743,0.0,4651
0,f16e25e3,frac_0.50,3292,last_value,fallback_last_value,5.645775445643459,5.645775445643459,0.0,3293
0,f5d8aab6,native_prefix,2132,last_value,fallback_last_value,15.698547978741031,15.698547978741031,0.0,4444
0,f5d8aab6,frac_0.50,3288,last_value,fallback_last_value,8.338000567710653,8.338000567710653,0.0,3288
0,f631da6e,native_prefix,1511,last_value,fallback_last_value,8.782664213746434,8.782664213746434,0.0,4093
0,f631da6e,frac_0.50,2802,last_value,fallback_last_value,7.026495987339788,7.026495987339788,0.0,2802
0,fb03ae90,native_prefix,1698,last_value,fallback_last_value,42.88755217158539,42.88755217158539,0.0,6431
0,fb03ae90,frac_0.50,4064,last_value,fallback_last_value,4.181994583471722,4.181994583471722,0.0,4065
0,fcfcc902,native_prefix,1874,last_value,fallback_last_value,8.80765155445474,8.80765155445474,0.0,2791
0,fcfcc902,frac_0.50,2332,last_value,fallback_last_value,1.9729813211516367,1.9729813211516367,0.0,2333
0,fd8f77fa,native_prefix,1484,last_value,fallback_last_value,27.415343744152285,27.415343744152285,0.0,5272
0,fd8f77fa,frac_0.50,3378,last_value,fallback_last_value,16.56061258513089,16.56061258513089,0.0,3378
0,fde20ecf,native_prefix,1719,last_value,fallback_last_value,16.31905728866344,16.31905728866344,0.0,4667
0,fde20ecf,frac_0.50,3193,last_value,fallback_last_value,2.9107293930818616,2.9107293930818616,0.0,3193
0,fef8af96,native_prefix,1242,last_value,fallback_last_value,44.55173272632465,44.55173272632465,0.0,3826
0,fef8af96,frac_0.50,2534,last_value,fallback_last_value,30.264804326794902,30.264804326794902,0.0,2534
1,01869cd4,native_prefix,1293,last_value,fallback_last_value,10.618593023436276,10.618593023436276,0.0,5557
1,01869cd4,frac_0.50,3425,last_value,fallback_last_value,10.058885943451509,10.058885943451509,0.0,3425
1,01982c1d,native_prefix,1646,last_value,fallback_last_value,6.33452473981023,6.33452473981023,0.0,3941
1,01982c1d,frac_0.50,2794,last_value,fallback_last_value,4.975273852813582,4.975273852813582,0.0,2793
1,0390d174,native_prefix,1690,last_value,fallback_last_value,8.517417217402954,8.517417217402954,0.0,4411
1,0390d174,frac_0.50,3050,last_value,fallback_last_value,10.896731019101397,10.896731019101397,0.0,3051
1,044af7d1,native_prefix,1548,last_value,fallback_last_value,9.868136513863366,9.868136513863366,0.0,4519
1,044af7d1,frac_0.50,3034,last_value,fallback_last_value,6.718344507235629,6.718344507235629,0.0,3033
1,0498acab,native_prefix,1634,last_value,fallback_last_value,5.996139045372776,5.996139045372776,0.0,4798
1,0498acab,frac_0.50,3216,last_value,fallback_last_value,13.090217819033787,13.090217819033787,0.0,3216
1,052d64df,native_prefix,2145,last_value,fallback_last_value,7.3962717049147795,7.3962717049147795,0.0,2445
1,052d64df,frac_0.50,2295,last_value,fallback_last_value,7.650362487318185,7.650362487318185,0.0,2295
1,05948241,native_prefix,1549,last_value,fallback_last_value,4.995769989509691,4.995769989509691,0.0,3879
1,05948241,frac_0.50,2714,last_value,fallback_last_value,5.847363349661261,5.847363349661261,0.0,2714
1,060ab2b8,native_prefix,1560,last_value,fallback_last_value,9.048312196834127,9.048312196834127,0.0,6258
1,060ab2b8,frac_0.50,3909,last_value,fallback_last_value,7.405858395732288,7.405858395732288,0.0,3909
1,0849b4e2,native_prefix,1899,last_value,fallback_last_value,14.567522114617379,14.567522114617379,0.0,5537
1,0849b4e2,frac_0.50,3718,last_value,fallback_last_value,17.917519492401883,17.917519492401883,0.0,3718
1,09053135,native_prefix,1808,last_value,fallback_last_value,13.261553626472297,13.261553626472297,0.0,5907
1,09053135,frac_0.50,3858,last_value,fallback_last_value,4.052805837547328,4.052805837547328,0.0,3857
1,0955cd6c,native_prefix,1930,last_value,fallback_last_value,8.023088122545198,8.023088122545198,0.0,5195
1,0955cd6c,frac_0.50,3562,last_value,fallback_last_value,13.1636245730453,13.1636245730453,0.0,3563
1,0c1b160c,native_prefix,1660,last_value,fallback_last_value,8.432276859497074,8.432276859497074,0.0,5054
1,0c1b160c,frac_0.50,3357,last_value,fallback_last_value,9.770183122868758,9.770183122868758,0.0,3357
1,0dc835f3,native_prefix,851,last_value,fallback_last_value,7.2297789729208715,7.2297789729208715,0.0,4428
1,0dc835f3,frac_0.50,2640,last_value,fallback_last_value,8.653008159502127,8.653008159502127,0.0,2639
1,1131525f,native_prefix,1389,last_value,fallback_last_value,14.670165574890584,14.670165574890584,0.0,4159
1,1131525f,frac_0.50,2774,last_value,fallback_last_value,5.24428860892431,5.24428860892431,0.0,2774
1,125be846,native_prefix,1523,last_value,fallback_last_value,18.441379950265283,18.441379950265283,0.0,6510
1,125be846,frac_0.50,4016,last_value,fallback_last_value,5.88727342446546,5.88727342446546,0.0,4017
1,1285a37b,native_prefix,1806,last_value,fallback_last_value,5.549117512133954,5.549117512133954,0.0,5597
1,1285a37b,frac_0.50,3702,last_value,fallback_last_value,4.911503552276174,4.911503552276174,0.0,3701
1,137d1e44,native_prefix,1759,last_value,fallback_last_value,25.010172511867026,25.010172511867026,0.0,4554
1,137d1e44,frac_0.50,3156,last_value,fallback_last_value,39.1768329582661,39.1768329582661,0.0,3157
1,153552f5,native_prefix,1803,last_value,fallback_last_value,5.161441840641978,5.161441840641978,0.0,4695
1,153552f5,frac_0.50,3249,last_value,fallback_last_value,5.936435985237521,5.936435985237521,0.0,3249
1,1550491d,native_prefix,1366,last_value,fallback_last_value,21.167156242041475,21.167156242041475,0.0,4563
1,1550491d,frac_0.50,2964,last_value,fallback_last_value,4.348495291302614,4.348495291302614,0.0,2965
1,173ed841,native_prefix,1647,last_value,fallback_last_value,17.58051747694951,17.58051747694951,0.0,4883
1,173ed841,frac_0.50,3265,last_value,fallback_last_value,7.971630187153016,7.971630187153016,0.0,3265
1,18d24f7b,native_prefix,1702,last_value,fallback_last_value,7.530076271970659,7.530076271970659,0.0,4558
1,18d24f7b,frac_0.50,3130,last_value,fallback_last_value,11.97611483535131,11.97611483535131,0.0,3130
1,19137a89,native_prefix,1691,last_value,fallback_last_value,18.119920942456794,18.119920942456794,0.0,6267
1,19137a89,frac_0.50,3979,last_value,fallback_last_value,11.528927362168163,11.528927362168163,0.0,3979
1,1aaf1da0,native_prefix,1517,last_value,fallback_last_value,9.288199403984146,9.288199403984146,0.0,4804
1,1aaf1da0,frac_0.50,3160,last_value,fallback_last_value,7.233636618919434,7.233636618919434,0.0,3161
1,1b08ed48,native_prefix,1557,last_value,fallback_last_value,11.838490879530399,11.838490879530399,0.0,5618
1,1b08ed48,frac_0.50,3588,last_value,fallback_last_value,7.259935287917013,7.259935287917013,0.0,3587
1,1b1eba53,native_prefix,2055,last_value,fallback_last_value,70.63937461968057,70.63937461968057,0.0,4655
1,1b1eba53,frac_0.50,3355,last_value,fallback_last_value,38.09728891121368,38.09728891121368,0.0,3355
1,1b6ba517,native_prefix,2014,last_value,fallback_last_value,7.818279827064867,7.818279827064867,0.0,6597
1,1b6ba517,frac_0.50,4306,last_value,fallback_last_value,4.922913400932621,4.922913400932621,0.0,4305
1,1e30dedf,native_prefix,1403,last_value,fallback_last_value,12.137059232129838,12.137059232129838,0.0,4071
1,1e30dedf,frac_0.50,2737,last_value,fallback_last_value,12.588357473482,12.588357473482,0.0,2737
1,1f9afacb,native_prefix,1726,last_value,fallback_last_value,2.518404175433652,2.518404175433652,0.0,5328
1,1f9afacb,frac_0.50,3527,last_value,fallback_last_value,3.4633570937669553,3.4633570937669553,0.0,3527
1,20096916,native_prefix,1747,last_value,fallback_last_value,10.457150039432173,10.457150039432173,0.0,5133
1,20096916,frac_0.50,3440,last_value,fallback_last_value,8.617231366536231,8.617231366536231,0.0,3440
1,201661b5,native_prefix,2181,last_value,fallback_last_value,12.376074593108253,12.376074593108253,0.0,5955
1,201661b5,frac_0.50,4068,last_value,fallback_last_value,10.260509548491495,10.260509548491495,0.0,4068
1,25939962,native_prefix,1752,last_value,fallback_last_value,11.099661933822553,11.099661933822553,0.0,4319
1,25939962,frac_0.50,3036,last_value,fallback_last_value,25.015973589476257,25.015973589476257,0.0,3035
1,25fd32b3,native_prefix,1661,last_value,fallback_last_value,3.1781649872704114,3.1781649872704114,0.0,2885
1,25fd32b3,frac_0.50,2273,last_value,fallback_last_value,2.531551737866497,2.531551737866497,0.0,2273
1,27ebb9b9,native_prefix,1885,last_value,fallback_last_value,9.988233062217338,9.988233062217338,0.0,5766
1,27ebb9b9,frac_0.50,3826,last_value,fallback_last_value,8.618880857851078,8.618880857851078,0.0,3825
1,2ab29395,native_prefix,1473,last_value,fallback_last_value,2.45945596628769,2.45945596628769,0.0,1852
1,2ab29395,frac_0.50,1662,last_value,fallback_last_value,2.4301496208653797,2.4301496208653797,0.0,1663
1,2b547943,native_prefix,1651,last_value,fallback_last_value,12.241457142013665,12.241457142013665,0.0,3480
1,2b547943,frac_0.50,2566,last_value,fallback_last_value,13.818434485062243,13.818434485062243,0.0,2565
1,2d196986,native_prefix,1842,last_value,fallback_last_value,11.991317360702503,11.991317360702503,0.0,6474
1,2d196986,frac_0.50,4158,last_value,fallback_last_value,10.197547601277414,10.197547601277414,0.0,4158
1,2ddad940,native_prefix,1481,last_value,fallback_last_value,7.645816438023014,7.645816438023014,0.0,5331
1,2ddad940,frac_0.50,3406,last_value,fallback_last_value,6.849845153428744,6.849845153428744,0.0,3406
1,2fe023be,native_prefix,1839,last_value,fallback_last_value,12.90931147808348,12.90931147808348,0.0,4221
1,2fe023be,frac_0.50,3030,last_value,fallback_last_value,9.794454169337053,9.794454169337053,0.0,3030
1,33c40295,native_prefix,1820,last_value,fallback_last_value,8.700789781165115,8.700789781165115,0.0,4169
1,33c40295,frac_0.50,2994,last_value,fallback_last_value,13.89822684550244,13.89822684550244,0.0,2995
1,347242c8,native_prefix,1842,last_value,fallback_last_value,2.242023016039388,2.242023016039388,0.0,3595
1,347242c8,frac_0.50,2718,last_value,fallback_last_value,2.472559108951654,2.472559108951654,0.0,2719
1,353e5502,native_prefix,1839,last_value,fallback_last_value,5.639360585146688,5.639360585146688,0.0,6062
1,353e5502,frac_0.50,3950,last_value,fallback_last_value,5.857574115005284,5.857574115005284,0.0,3951
1,3584a6eb,native_prefix,1656,last_value,fallback_last_value,9.108318362664079,9.108318362664079,0.0,4494
1,3584a6eb,frac_0.50,3075,last_value,fallback_last_value,4.104393806681281,4.104393806681281,0.0,3075
1,35b3ef6a,native_prefix,1832,last_value,fallback_last_value,26.045383636758544,26.045383636758544,0.0,3904
1,35b3ef6a,frac_0.50,2868,last_value,fallback_last_value,15.748545442120099,15.748545442120099,0.0,2868
1,39b51819,native_prefix,2151,last_value,fallback_last_value,3.160351282946552,3.160351282946552,0.0,4231
1,39b51819,frac_0.50,3191,last_value,fallback_last_value,2.601642407266979,2.601642407266979,0.0,3191
1,3a223519,native_prefix,1998,last_value,fallback_last_value,9.401162306681243,9.401162306681243,0.0,4583
1,3a223519,frac_0.50,3290,last_value,fallback_last_value,9.467191416097425,9.467191416097425,0.0,3291
1,3a824aa7,native_prefix,1477,last_value,fallback_last_value,5.690131490731758,5.690131490731758,0.0,4201
1,3a824aa7,frac_0.50,2839,last_value,fallback_last_value,7.757126460187673,7.757126460187673,0.0,2839
1,3c3dbcbc,native_prefix,1842,last_value,fallback_last_value,8.29349171896155,8.29349171896155,0.0,5069
1,3c3dbcbc,frac_0.50,3456,last_value,fallback_last_value,15.010248075690173,15.010248075690173,0.0,3455
1,4654e7de,native_prefix,1637,last_value,fallback_last_value,5.262206132576318,5.262206132576318,0.0,5373
1,4654e7de,frac_0.50,3505,last_value,fallback_last_value,8.610430348396871,8.610430348396871,0.0,3505
1,466fc788,native_prefix,1570,last_value,fallback_last_value,16.96677982284487,16.96677982284487,0.0,6197
1,466fc788,frac_0.50,3884,last_value,fallback_last_value,14.868292014113894,14.868292014113894,0.0,3883
1,46dfcfca,native_prefix,1315,last_value,fallback_last_value,23.306915931867923,23.306915931867923,0.0,3606
1,46dfcfca,frac_0.50,2460,last_value,fallback_last_value,5.380731469785191,5.380731469785191,0.0,2461
1,481de5fc,native_prefix,1742,last_value,fallback_last_value,13.661013098019078,13.661013098019078,0.0,5952
1,481de5fc,frac_0.50,3847,last_value,fallback_last_value,7.794829313328519,7.794829313328519,0.0,3847
1,48c1f673,native_prefix,1749,last_value,fallback_last_value,18.480143096264484,18.480143096264484,0.0,2917
1,48c1f673,frac_0.50,2333,last_value,fallback_last_value,15.222029246055442,15.222029246055442,0.0,2333
1,4936af16,native_prefix,1568,last_value,fallback_last_value,5.12683088404085,5.12683088404085,0.0,3991
1,4936af16,frac_0.50,2780,last_value,fallback_last_value,7.845838538216546,7.845838538216546,0.0,2779
1,4a335117,native_prefix,1712,last_value,fallback_last_value,25.01473417971471,25.01473417971471,0.0,5015
1,4a335117,frac_0.50,3364,last_value,fallback_last_value,14.18498101867399,14.18498101867399,0.0,3363
1,4b462989,native_prefix,1632,last_value,fallback_last_value,6.605024585467642,6.605024585467642,0.0,3106
1,4b462989,frac_0.50,2369,last_value,fallback_last_value,10.080614290112683,10.080614290112683,0.0,2369
1,4c3168cf,native_prefix,1625,last_value,fallback_last_value,4.398564145674671,4.398564145674671,0.0,4334
1,4c3168cf,frac_0.50,2980,last_value,fallback_last_value,2.4608397126396317,2.4608397126396317,0.0,2979
1,4caa7289,native_prefix,1458,last_value,fallback_last_value,9.679853283039389,9.679853283039389,0.0,5396
1,4caa7289,frac_0.50,3427,last_value,fallback_last_value,7.9585368163978565,7.9585368163978565,0.0,3427
1,4ddde4c1,native_prefix,1945,last_value,fallback_last_value,4.584881244279585,4.584881244279585,0.0,4472
1,4ddde4c1,frac_0.50,3208,last_value,fallback_last_value,5.623681020526104,5.623681020526104,0.0,3209
1,4ed93db6,native_prefix,1839,last_value,fallback_last_value,9.134304566059011,9.134304566059011,0.0,4657
1,4ed93db6,frac_0.50,3248,last_value,fallback_last_value,8.04009971631429,8.04009971631429,0.0,3248
1,4f69febf,native_prefix,2139,last_value,fallback_last_value,14.941245790403045,14.941245790403045,0.0,5460
1,4f69febf,frac_0.50,3800,last_value,fallback_last_value,7.8170933241816,7.8170933241816,0.0,3799
1,516088b7,native_prefix,1655,last_value,fallback_last_value,6.371603205164532,6.371603205164532,0.0,6645
1,516088b7,frac_0.50,4150,last_value,fallback_last_value,16.58855766986035,16.58855766986035,0.0,4150
1,53134831,native_prefix,2088,last_value,fallback_last_value,17.343954276390388,17.343954276390388,0.0,5126
1,53134831,frac_0.50,3607,last_value,fallback_last_value,2.144074645479382,2.144074645479382,0.0,3607
1,543198e8,native_prefix,1808,last_value,fallback_last_value,20.51495618405221,20.51495618405221,0.0,6503
1,543198e8,frac_0.50,4156,last_value,fallback_last_value,44.467927202097755,44.467927202097755,0.0,4155
1,5693dde2,native_prefix,1358,last_value,fallback_last_value,6.95783505375875,6.95783505375875,0.0,3488
1,5693dde2,frac_0.50,2423,last_value,fallback_last_value,6.702503585440483,6.702503585440483,0.0,2423
1,58850d2c,native_prefix,1923,last_value,fallback_last_value,14.887955622671049,14.887955622671049,0.0,4995
1,58850d2c,frac_0.50,3459,last_value,fallback_last_value,5.359364067053605,5.359364067053605,0.0,3459
1,58fa8486,native_prefix,1651,last_value,fallback_last_value,11.865701003853058,11.865701003853058,0.0,4475
1,58fa8486,frac_0.50,3063,last_value,fallback_last_value,12.423678925388316,12.423678925388316,0.0,3063
1,591cc951,native_prefix,2060,last_value,fallback_last_value,15.021994805073081,15.021994805073081,0.0,4609
1,591cc951,frac_0.50,3334,last_value,fallback_last_value,13.607229374284673,13.607229374284673,0.0,3335
1,5a5269a9,native_prefix,1540,last_value,fallback_last_value,5.863105043604518,5.863105043604518,0.0,6513
1,5a5269a9,frac_0.50,4026,last_value,fallback_last_value,9.16397988542412,9.16397988542412,0.0,4027
1,5a5d1982,native_prefix,1552,last_value,fallback_last_value,7.106652935637849,7.106652935637849,0.0,3894
1,5a5d1982,frac_0.50,2723,last_value,fallback_last_value,11.517440980959957,11.517440980959957,0.0,2723
1,5beded95,native_prefix,1722,last_value,fallback_last_value,16.64432832796459,16.64432832796459,0.0,3057
1,5beded95,frac_0.50,2390,last_value,fallback_last_value,4.60928386407694,4.60928386407694,0.0,2389
1,5eae34a8,native_prefix,1748,last_value,fallback_last_value,7.397484649492449,7.397484649492449,0.0,4904
1,5eae34a8,frac_0.50,3326,last_value,fallback_last_value,10.951278889723538,10.951278889723538,0.0,3326
1,5f6756c5,native_prefix,2133,last_value,fallback_last_value,8.573813859683462,8.573813859683462,0.0,5931
1,5f6756c5,frac_0.50,4032,last_value,fallback_last_value,8.197887537008986,8.197887537008986,0.0,4032
1,63559d57,native_prefix,1741,last_value,fallback_last_value,5.894220519880757,5.894220519880757,0.0,4069
1,63559d57,frac_0.50,2905,last_value,fallback_last_value,7.502019714280554,7.502019714280554,0.0,2905
1,656a067b,native_prefix,1845,last_value,fallback_last_value,14.667037832749068,14.667037832749068,0.0,3051
1,656a067b,frac_0.50,2448,last_value,fallback_last_value,23.63305817720549,23.63305817720549,0.0,2448
1,67a8da4a,native_prefix,1734,last_value,fallback_last_value,14.48691836331104,14.48691836331104,0.0,4911
1,67a8da4a,frac_0.50,3322,last_value,fallback_last_value,9.925598329410738,9.925598329410738,0.0,3323
1,684a6fc1,native_prefix,1631,last_value,fallback_last_value,24.030978453294,24.030978453294,0.0,9818
1,684a6fc1,frac_0.50,5724,last_value,fallback_last_value,15.245071582181954,15.245071582181954,0.0,5725
1,69e41fa6,native_prefix,1395,last_value,fallback_last_value,5.861732687565972,5.861732687565972,0.0,5772
1,69e41fa6,frac_0.50,3584,last_value,fallback_last_value,8.248689373985377,8.248689373985377,0.0,3583
1,6dbe4b60,native_prefix,2025,last_value,fallback_last_value,8.699464045404161,8.699464045404161,0.0,4648
1,6dbe4b60,frac_0.50,3336,last_value,fallback_last_value,9.267732655001199,9.267732655001199,0.0,3337
1,6e9ccd38,native_prefix,1337,last_value,fallback_last_value,12.23949279951463,12.23949279951463,0.0,8282
1,6e9ccd38,frac_0.50,4810,last_value,fallback_last_value,10.450601656574799,10.450601656574799,0.0,4809
1,708caea9,native_prefix,1934,last_value,fallback_last_value,34.916458237909005,34.916458237909005,0.0,6548
1,708caea9,frac_0.50,4241,last_value,fallback_last_value,4.562762266964213,4.562762266964213,0.0,4241
1,70e1788b,native_prefix,2053,last_value,fallback_last_value,7.159206283115687,7.159206283115687,0.0,9285
1,70e1788b,frac_0.50,5669,last_value,fallback_last_value,9.195867729318076,9.195867729318076,0.0,5669
1,71ccf778,native_prefix,1925,last_value,fallback_last_value,5.388651839136806,5.388651839136806,0.0,2698
1,71ccf778,frac_0.50,2312,last_value,fallback_last_value,8.621955691609468,8.621955691609468,0.0,2311
1,729665c0,native_prefix,1512,last_value,fallback_last_value,8.662513145164612,8.662513145164612,0.0,4263
1,729665c0,frac_0.50,2888,last_value,fallback_last_value,7.384223920133554,7.384223920133554,0.0,2887
1,74b6186b,native_prefix,1743,last_value,fallback_last_value,9.007196786463387,9.007196786463387,0.0,3405
1,74b6186b,frac_0.50,2574,last_value,fallback_last_value,1.8317484249079845,1.8317484249079845,0.0,2574
1,76201745,native_prefix,1410,last_value,fallback_last_value,7.881811891978768,7.881811891978768,0.0,4448
1,76201745,frac_0.50,2929,last_value,fallback_last_value,13.266969172120632,13.266969172120632,0.0,2929
1,7850c72e,native_prefix,2215,last_value,fallback_last_value,12.350659981673207,12.350659981673207,0.0,5497
1,7850c72e,frac_0.50,3856,last_value,fallback_last_value,18.735762690767302,18.735762690767302,0.0,3856
1,7987f2f2,native_prefix,2009,last_value,fallback_last_value,12.030471815010397,12.030471815010397,0.0,3705
1,7987f2f2,frac_0.50,2857,last_value,fallback_last_value,16.455567769163977,16.455567769163977,0.0,2857
1,7e208414,native_prefix,1506,last_value,fallback_last_value,6.381931414565357,6.381931414565357,0.0,4226
1,7e208414,frac_0.50,2866,last_value,fallback_last_value,4.007942850980514,4.007942850980514,0.0,2866
1,811f52b3,native_prefix,1838,last_value,fallback_last_value,4.598301010999275,4.598301010999275,0.0,4836
1,811f52b3,frac_0.50,3337,last_value,fallback_last_value,5.1332346665668345,5.1332346665668345,0.0,3337
1,8255c867,native_prefix,1749,last_value,fallback_last_value,25.379544413656888,25.379544413656888,0.0,3589
1,8255c867,frac_0.50,2669,last_value,fallback_last_value,14.973351411476662,14.973351411476662,0.0,2669
1,8478df29,native_prefix,1841,last_value,fallback_last_value,14.043024034272376,14.043024034272376,0.0,4857
1,8478df29,frac_0.50,3349,last_value,fallback_last_value,2.4517272964870447,2.4517272964870447,0.0,3349
1,84815d5a,native_prefix,1639,last_value,fallback_last_value,18.796385252137515,18.796385252137515,0.0,3647
1,84815d5a,frac_0.50,2643,last_value,fallback_last_value,8.597672055555012,8.597672055555012,0.0,2643
1,85380836,native_prefix,1557,last_value,fallback_last_value,14.16579981313258,14.16579981313258,0.0,6618
1,85380836,frac_0.50,4088,last_value,fallback_last_value,5.8317616417637925,5.8317616417637925,0.0,4087
1,877ed19c,native_prefix,1923,last_value,fallback_last_value,3.961990141908008,3.961990141908008,0.0,3708
1,877ed19c,frac_0.50,2816,last_value,fallback_last_value,4.259801131958696,4.259801131958696,0.0,2815
1,896d15b9,native_prefix,1419,last_value,fallback_last_value,29.78460727060298,29.78460727060298,0.0,4279
1,896d15b9,frac_0.50,2849,last_value,fallback_last_value,20.826355038698964,20.826355038698964,0.0,2849
1,89fdb2f2,native_prefix,1539,last_value,fallback_last_value,1.6866180518953557,1.6866180518953557,0.0,2031
1,89fdb2f2,frac_0.50,1785,last_value,fallback_last_value,1.6766884963300928,1.6766884963300928,0.0,1785
1,8a9c8932,native_prefix,1681,last_value,fallback_last_value,2.3969295087935425,2.3969295087935425,0.0,4663
1,8a9c8932,frac_0.50,3172,last_value,fallback_last_value,3.7890575385262486,3.7890575385262486,0.0,3172
1,8bb9c1e6,native_prefix,1836,last_value,fallback_last_value,5.877089429163017,5.877089429163017,0.0,4546
1,8bb9c1e6,frac_0.50,3191,last_value,fallback_last_value,2.4747867157853443,2.4747867157853443,0.0,3191
1,8c167025,native_prefix,1745,last_value,fallback_last_value,12.842100494100917,12.842100494100917,0.0,5368
1,8c167025,frac_0.50,3556,last_value,fallback_last_value,11.57019135542372,11.57019135542372,0.0,3557
1,8d92cb49,native_prefix,1250,last_value,fallback_last_value,7.261615385751236,7.261615385751236,0.0,3589
1,8d92cb49,frac_0.50,2420,last_value,fallback_last_value,8.964521266977208,8.964521266977208,0.0,2419
1,91abc4c7,native_prefix,1939,last_value,fallback_last_value,7.02683994774031,7.02683994774031,0.0,5848
1,91abc4c7,frac_0.50,3894,last_value,fallback_last_value,11.24952752154522,11.24952752154522,0.0,3893
1,9298ad5b,native_prefix,1843,last_value,fallback_last_value,13.089984763550598,13.089984763550598,0.0,3964
1,9298ad5b,frac_0.50,2904,last_value,fallback_last_value,11.976438897556141,11.976438897556141,0.0,2903
1,93209a3d,native_prefix,1603,last_value,fallback_last_value,13.65809981076041,13.65809981076041,0.0,4697
1,93209a3d,frac_0.50,3150,last_value,fallback_last_value,7.234659514152421,7.234659514152421,0.0,3150
1,94467f50,native_prefix,2081,last_value,fallback_last_value,7.795325573109472,7.795325573109472,0.0,3035
1,94467f50,frac_0.50,2558,last_value,fallback_last_value,8.751164955400107,8.751164955400107,0.0,2558
1,944f36b9,native_prefix,1405,last_value,fallback_last_value,6.513075857645095,6.513075857645095,0.0,4630
1,944f36b9,frac_0.50,3018,last_value,fallback_last_value,5.211907200398463,5.211907200398463,0.0,3017
1,96b7eea1,native_prefix,1746,last_value,fallback_last_value,12.405056848354107,12.405056848354107,0.0,4332
1,96b7eea1,frac_0.50,3039,last_value,fallback_last_value,3.0604382309046385,3.0604382309046385,0.0,3039
1,97cd5bf9,native_prefix,1650,last_value,fallback_last_value,9.273936692075774,9.273936692075774,0.0,3449
1,97cd5bf9,frac_0.50,2550,last_value,fallback_last_value,15.234815985916518,15.234815985916518,0.0,2549
1,9896fc0b,native_prefix,1514,last_value,fallback_last_value,15.814766850712997,15.814766850712997,0.0,3595
1,9896fc0b,frac_0.50,2554,last_value,fallback_last_value,17.249890357290738,17.249890357290738,0.0,2555
1,98bc6f66,native_prefix,1657,last_value,fallback_last_value,17.645391862557158,17.645391862557158,0.0,6063
