router,splits,eval_rows,weighted_rmse,baseline_weighted_rmse,mean_delta_rmse_vs_baseline,median_delta_rmse_vs_baseline,win_rate_vs_baseline,catastrophic_rate_plus5
learned_prior_router,1546,6330100,14.684377660257308,14.684377660257308,0.0,0.0,0.0,0.0
