well,split,cut_idx,prefix_rows,method,status,detail,eval_rows,rmse,mae,bias,sse,pred_std,piecewise_slope,piecewise_span,fault_step,self_corr,self_corr_start,prefix_gr_shift,prefix_gr_improvement,eval_gr_shift,eval_gr_improvement,prefix_ncc_shift,prefix_ncc_score,prefix_ncc_gain,eval_ncc_shift,eval_ncc_zero,eval_ncc_best,eval_ncc_gain,baseline_rmse,delta_rmse_vs_baseline
000d7d20,frac_0.25,1320,1320,self_corr_prefix_shape,fallback,corr_below_gate;corr=0.7102,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,0.7101829849816794,224.0,,,,,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,gr_shift__last_value,fallback,eval_shift_not_confident,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,0.0,0.0,30.0,0.0026235075697506913,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_md,fallback,eval_shift_not_confident,3958,7.439404794519308,6.063791625175382,5.25297547939803,219054.49555160536,0.20650391757023892,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.31305920116424346
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_Z,fallback,eval_shift_not_confident,3958,7.002343434538916,5.715294701180565,4.84846133664697,194071.87613076137,0.029160960430286948,,,,,,0.0,0.0,30.0,0.0038019843975036363,,,,,,,,7.126345593355064,-0.12400215881614862
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_ANCC,fallback,eval_shift_not_confident,3958,7.648117181859152,6.224473198286287,5.455047440634282,231518.05045984383,0.30971055081160154,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885040874
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_ASTNU,fallback,eval_shift_not_confident,3958,7.64811718185951,6.224473198286609,5.455047440634305,231518.0504598655,0.30971055081213517,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885044454
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_ASTNL,fallback,eval_shift_not_confident,3958,7.648117181862281,6.224473198288792,5.455047440636846,231518.05046003326,0.3097105508136321,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885072165
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_EGFDU,fallback,eval_shift_not_confident,3958,7.6481171818588365,6.224473198286063,5.4550474406338045,231518.05045982476,0.30971055081164284,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885037721
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_EGFDL,fallback,eval_shift_not_confident,3958,7.648117181858076,6.224473198285473,5.455047440633033,231518.0504597787,0.30971055081131044,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885030119
000d7d20,frac_0.25,1320,1320,gr_shift__damped_tail_linear_BUDA,fallback,eval_shift_not_confident,3958,7.648117181859928,6.224473198286924,5.455047440634799,231518.05045989086,0.30971055081223825,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.5217715885048637
000d7d20,frac_0.25,1320,1320,gr_shift__piecewise_tail_slope_md,fallback,eval_shift_not_confident,3958,7.584797660817227,6.174675738832483,5.423804216448595,227700.3976888213,0.2436575329573401,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,0.4584520674621624
000d7d20,frac_0.25,1320,1320,gr_shift__piecewise_tail_slope_Z,fallback,eval_shift_not_confident,3958,7.048583640040834,5.747750795279675,4.928872227719126,196643.45900671784,0.0437216739999924,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,-0.07776195331422997
000d7d20,frac_0.25,1320,1320,gr_shift__fault_step_recent_level,fallback,eval_shift_not_confident,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,0.0,0.0,30.0,0.0026235075697506913,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,gr_shift__recent_plateau_quantile,fallback,eval_shift_not_confident,3958,6.751959560604396,5.5353309752401865,4.448494188984657,180441.09540001088,1.8189894035458565e-12,,,,,,0.0,0.0,0.0,0.0,,,,,,,,7.126345593355064,-0.3743860327506683
000d7d20,frac_0.25,1320,1320,gr_shift__self_corr_prefix_shape,fallback,eval_shift_not_confident,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,0.0,0.0,30.0,0.0026235075697506913,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,ncc_shift__last_value,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,,,,,0.0,0.7720788991352954,0.0,-25.0,-9.145345643657957e-16,9.145345643657957e-16,1.8290691287315915e-15,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,ncc_shift__recent_plateau_quantile,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,3958,6.751959560604396,5.5353309752401865,4.448494188984657,180441.09540001088,1.8189894035458565e-12,,,,,,,,,,0.0,0.7720788991352954,0.0,-30.0,-9.145345643657957e-16,9.30035150202504e-16,1.8445697145682998e-15,7.126345593355064,-0.3743860327506683
000d7d20,frac_0.25,1320,1320,router_prefix_holdout_best,ok,selected=fault_step_recent_level,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,,,,,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,router_guarded_prefix_holdout,ok,selected=last_value,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,,,,,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.25,1320,1320,router_confidence_guarded,ok,selected=last_value;default_last_value_after_confidence_gate,3958,7.126345593355064,5.809661445175069,4.99849418898575,201006.24440005547,3.637978807091713e-12,,,,,,,,,,,,,,,,,7.126345593355064,0.0
000d7d20,frac_0.35,1847,1847,last_value,ok,,3431,9.47121696671804,8.20212474497151,8.196015738850807,307774.2552999522,0.0,,,,,,,,,,,,,,,,,9.47121696671804,0.0
000d7d20,frac_0.35,1847,1847,damped_tail_linear_md,ok,damp=0.250;max_move=12.000,3431,8.077377109088939,6.963660751758217,6.9313842165136474,223852.23592211097,0.683668575944781,,,,,,,,,,,,,,,,,9.47121696671804,-1.3938398576291018
000d7d20,frac_0.35,1847,1847,damped_tail_linear_Z,ok,damp=0.200;max_move=12.000,3431,8.217091510513223,7.101928134601578,7.084509648193702,231663.15421296138,0.6440285861592442,,,,,,,,,,,,,,,,,9.47121696671804,-1.254125456204818
000d7d20,frac_0.35,1847,1847,damped_tail_linear_ANCC,ok,damp=0.200;max_move=12.000,3431,8.45364375221689,7.307270851953356,7.290147068349007,245193.3020173165,0.535583420756771,,,,,,,,,,,,,,,,,9.47121696671804,-1.0175732145011516
000d7d20,frac_0.35,1847,1847,damped_tail_linear_ASTNU,ok,damp=0.200;max_move=12.000,3431,8.453643752220417,7.307270851956347,7.290147068352001,245193.30201752114,0.5355834207545939,,,,,,,,,,,,,,,,,9.47121696671804,-1.0175732144976237
000d7d20,frac_0.35,1847,1847,damped_tail_linear_ASTNL,ok,damp=0.200;max_move=12.000,3431,8.453643752219387,7.30727085195536,7.290147068350968,245193.30201746133,0.5355834207549208,,,,,,,,,,,,,,,,,9.47121696671804,-1.017573214498654
000d7d20,frac_0.35,1847,1847,damped_tail_linear_EGFDU,ok,damp=0.200;max_move=12.000,3431,8.453643752217584,7.3072708519539775,7.290147068349645,245193.3020173568,0.5355834207564447,,,,,,,,,,,,,,,,,9.47121696671804,-1.017573214500457
000d7d20,frac_0.35,1847,1847,damped_tail_linear_EGFDL,ok,damp=0.200;max_move=12.000,3431,8.453643752217156,7.3072708519537555,7.290147068349482,245193.30201733188,0.5355834207571064,,,,,,,,,,,,,,,,,9.47121696671804,-1.0175732145008851
000d7d20,frac_0.35,1847,1847,damped_tail_linear_BUDA,ok,damp=0.200;max_move=12.000,3431,8.453643752216248,7.307270851952768,7.2901470683483955,245193.30201727926,0.5355834207570437,,,,,,,,,,,,,,,,,9.47121696671804,-1.0175732145017928
000d7d20,frac_0.35,1847,1847,piecewise_tail_slope_md,ok,slope=-0.00276106;span=255.000;damp=0.300,3431,8.045010476963,6.930816425832174,6.901622208445191,222061.84615391886,0.6940004249047268,-0.0027610580224326046,255.0,,,,,,,,,,,,,,,9.47121696671804,-1.4262064897550406
000d7d20,frac_0.35,1847,1847,piecewise_tail_slope_Z,ok,slope=-0.112827;span=7.010;damp=0.300,3431,7.900702664999814,6.814321287753728,6.7969051488063075,214166.80302312234,0.7970865029303518,-0.11282657239767266,7.009999999998399,,,,,,,,,,,,,,,9.47121696671804,-1.5705143017182266
000d7d20,frac_0.35,1847,1847,fault_step_recent_level,fallback,step_below_gate;step=-0.4600,3431,9.47121696671804,8.20212474497151,8.196015738850807,307774.2552999522,0.0,,,-0.4600000000009459,,,,,,,,,,,,,,9.47121696671804,0.0
000d7d20,frac_0.35,1847,1847,recent_plateau_quantile,ok,window=256;quantile=0.500;move=-0.010,3431,9.462564690182935,8.192573593705188,8.186015738852408,307212.18780004216,1.8189894035458565e-12,,,,,,,,,,,,,,,,,9.47121696671804,-0.008652276535105585
000d7d20,frac_0.35,1847,1847,self_corr_prefix_shape,fallback,corr_below_gate;corr=0.5666,3431,9.47121696671804,8.20212474497151,8.196015738850807,307774.2552999522,0.0,,,,0.5665629593354127,704.0,,,,,,,,,,,,9.47121696671804,0.0
000d7d20,frac_0.35,1847,1847,gr_shift__last_value,fallback,eval_shift_not_confident,3431,9.47121696671804,8.20212474497151,8.196015738850807,307774.2552999522,0.0,,,,,,0.0,0.0,25.0,0.015415074613984238,,,,,,,,9.47121696671804,0.0
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_md,ok,eval_shift=30.000;eval_improvement=0.0441,3431,13.312553354715162,12.330643297258028,12.33053669079534,608055.8075767552,0.8792717298619477,,,,,,0.0,0.0,30.0,0.04412395726496479,,,,,,,,9.47121696671804,3.8413363879971207
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_Z,ok,eval_shift=30.000;eval_improvement=0.0350,3431,13.462206544875196,12.483723783397544,12.483662122475394,621803.5783501572,0.8929446071044436,,,,,,0.0,0.0,30.0,0.035032111458720726,,,,,,,,9.47121696671804,3.990989578157155
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_ANCC,fallback,eval_shift_not_confident,3431,8.45364375221689,7.307270851953356,7.290147068349007,245193.3020173165,0.535583420756771,,,,,,0.0,0.0,25.0,0.028480826937465217,,,,,,,,9.47121696671804,-1.0175732145011516
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_ASTNU,fallback,eval_shift_not_confident,3431,8.453643752220417,7.307270851956347,7.290147068352001,245193.30201752114,0.5355834207545939,,,,,,0.0,0.0,25.0,0.02848082694268434,,,,,,,,9.47121696671804,-1.0175732144976237
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_ASTNL,fallback,eval_shift_not_confident,3431,8.453643752219387,7.30727085195536,7.290147068350968,245193.30201746133,0.5355834207549208,,,,,,0.0,0.0,25.0,0.02848082693990224,,,,,,,,9.47121696671804,-1.017573214498654
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_EGFDU,fallback,eval_shift_not_confident,3431,8.453643752217584,7.3072708519539775,7.290147068349645,245193.3020173568,0.5355834207564447,,,,,,0.0,0.0,25.0,0.02848082693920385,,,,,,,,9.47121696671804,-1.017573214500457
000d7d20,frac_0.35,1847,1847,gr_shift__damped_tail_linear_EGFDL,fallback,eval_shift_not_confident,3431,8.453643752217156,7.3072708519537555,7.290147068349482,245193.30201733188,0.5355834207571064,,,,,,0.0,0.0,25.0,0.028480826937465217,,,,,,,,9.47121696671804,-1.0175732145008851
